Template Name,Template Display Name,Point Name,Data Type,Unit,Unit Symbol,Access Type,point_shorten
MAHU,MakeUp Air Handling Unit,Run Status,String,unitless,-,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,Supply Air Temperature,Double,celsius,degC,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,Supply Air Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
MAHU,MakeUp Air Handling Unit,Time Schedule,String,unitless,-,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,Trip Status,String,unitless,-,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
MAHU,MakeUp Air Handling Unit,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,Valve Command,Float,percent,%,WRITABLE,ABCD
MAHU,MakeUp Air Handling Unit,Valve Position,Float,percent,%,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,Air Flow Fail Status,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,Communication Status,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,Damper Command,String,unitless,-,WRITABLE,ABCD
MakeupAirFan,Makeup Air Fan,Damper Open Fail Alarm,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,Damper Status,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,HOA Status,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,On Off Command,String,unitless,-,WRITABLE,ABCD
MakeupAirFan,Makeup Air Fan,Run Status,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,Trip Status,String,unitless,-,READONLY,ABCD
MakeupAirFan,Makeup Air Fan,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
MakeupAirFan,Makeup Air Fan,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
MAFCommon,Makeup Air Fan Common,Common Fire Alarm,String,unitless,-,READONLY,ABCD
MAFCommon,Makeup Air Fan Common,Communication Status,String,unitless,-,READONLY,ABCD
MAFCommon,Makeup Air Fan Common,Differential Pressure 1,Double,pascal,Pa,READONLY,ABCD
MAFCommon,Makeup Air Fan Common,Pressure Setpoint,Double,pascal,Pa,WRITABLE,ABCD
ManualCallPoint,Manual Call Point,Fire,String,unitless,-,READONLY,ABCD
ManualCallPoint,Manual Call Point,Trouble,String,unitless,-,READONLY,ABCD
MSFD,Motorized Smoke Fire Damper,Communication Status,String,unitless,-,READONLY,ABCD
MSFD,Motorized Smoke Fire Damper,Position,String,unitless,-,READONLY,ABCD
NozzlePump,Nozzle Pump,Communication Status,String,unitless,-,READONLY,ABCD
NozzlePump,Nozzle Pump,HOA Status,String,unitless,-,READONLY,ABCD
NozzlePump,Nozzle Pump,Run Status,String,unitless,-,READONLY,ABCD
NozzlePump,Nozzle Pump,Trip Status,String,unitless,-,READONLY,ABCD
PC,PC,Run Status,String,unitless,-,READONLY,ABCD
PICVCommon,PICV Common,Building Supply Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
PICVCommon,PICV Common,Control Mode Building Supply Temperature,Double,celsius,degC,READONLY,ABCD
PICVCommon,PICV Common,Control Mode DCP Return Temperature,Double,celsius,degC,READONLY,ABCD
PICVCommon,PICV Common,Control Mode Delta T,Double,celsius,degC,READONLY,ABCD
PICVCommon,PICV Common,DCP Return Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
PICVCommon,PICV Common,Delta T Setpoint,Double,celsius,degC,WRITABLE,ABCD
PreActionSystem,Pre Action System,Activation Status,String,unitless,-,READONLY,ABCD
PreActionSystem,Pre Action System,Common Alarm,String,unitless,-,READONLY,ABCD
PreActionSystem,Pre Action System,Common Fault,String,unitless,-,READONLY,ABCD
PreActionSystem,Pre Action System,Communication Status,String,unitless,-,READONLY,ABCD
PreActionSystem,Pre Action System,Fire Alarm Status,String,unitless,-,READONLY,ABCD
PrecisionUnit,Precision Unit,Communication Status,String,unitless,-,READONLY,ABCD
PrecisionUnit,Precision Unit,Fan 1 Run Status,String,unitless,-,READONLY,ABCD
PrecisionUnit,Precision Unit,Fan 1 Trip Status,String,unitless,-,READONLY,ABCD
PrecisionUnit,Precision Unit,Fan 2 Run Status,String,unitless,-,READONLY,ABCD
PrecisionUnit,Precision Unit,Fan 2 Trip Status,String,unitless,-,READONLY,ABCD
PrecisionUnit,Precision Unit,Room Temperature,Double,celsius,degC,READONLY,ABCD
PrecisionUnit,Precision Unit,Room Temperature High Alarm Setpoint,Double,celsius,degC,WRITABLE,ABCD
PrecisionUnit,Precision Unit,Room Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
PRV,Pressure Reducing Valve,Communication Status,String,unitless,-,READONLY,ABCD
PRV,Pressure Reducing Valve,Differential Pressure,Double,bar,bar,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Common Fault,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Communication Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Dry Run Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Low Pressure Alarm,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Power Failure,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 1 Fault Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 1 HOA Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 1 Run Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 1 Trip Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 2 Fault Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 2 HOA Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 2 Run Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Pump 2 Trip Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Run Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,System Pressure,Double,bar,bar,READONLY,ABCD
PressurizationUnit,Pressurization Unit,System Status,String,unitless,-,READONLY,ABCD
PressurizationUnit,Pressurization Unit,Trip Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,Communication Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,HOA Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
PrimaryPump,Primary Pump,On Off Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,Power Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,Run Hours,Double,hour,hr,READONLY,ABCD
PrimaryPump,Primary Pump,Run Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,Trip Status,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,VFD Enable Disable Command,String,unitless,-,WRITABLE,ABCD
PrimaryPump,Primary Pump,VFD Fault Alarm,String,unitless,-,READONLY,ABCD
PrimaryPump,Primary Pump,VFD Minimum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
PrimaryPump,Primary Pump,VFD Speed Command,Float,percent,%,READONLY,ABCD
PrimaryPump,Primary Pump,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
PAS,Public Address System,Common Fault,String,unitless,-,READONLY,ABCD
PAS,Public Address System,Communication Status,String,unitless,-,READONLY,ABCD
PAS,Public Address System,Power Status,String,unitless,-,READONLY,ABCD
RMSPool,RMS Pool,Chlorine Level,Double,parts per million,ppm,READONLY,ABCD
RMSPool,RMS Pool,Water Temperature,Double,celsius,degC,READONLY,ABCD
RMSPool,RMS Pool,pH Level,Double,unitless,-,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Communication Status,String,unitless,-,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,On Off Switch,String,unitless,-,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Pre Filter Status,String,unitless,-,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Reset Switch,String,unitless,-,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Return Air Temperature,Double,celsius,degC,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Return Air Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Supply Air Temperature,Double,celsius,degC,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Supply Air Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Supply Fan Command,String,unitless,-,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Supply Fan HOA Status,String,unitless,-,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Supply Fan Run Status,String,unitless,-,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Supply Fan Trip Status,String,unitless,-,READONLY,ABCD
RAHU,Recirculating Air Handling Unit,Valve Command,Float,percent,%,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Valve Override Switch,String,unitless,-,WRITABLE,ABCD
RAHU,Recirculating Air Handling Unit,Valve Position,Float,percent,%,READONLY,ABCD
SMDB,SMDB,Communication Status,String,unitless,-,READONLY,ABCD
SMDB,SMDB,On Off Status,String,unitless,-,READONLY,ABCD
SMDB,SMDB,Trip Status,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,Common Alarm,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,Communication Status,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,Differential Pressure,Double,bar,bar,NONE,ABCD
SecondaryPump,Secondary Pump,Frequency,Double,hertz,Hz,READONLY,ABCD
SecondaryPump,Secondary Pump,HOA Status,String,unitless,-,NONE,ABCD
SecondaryPump,Secondary Pump,Manual VFD Command,Float,percent,%,WRITABLE,ABCD
SecondaryPump,Secondary Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
SecondaryPump,Secondary Pump,On Off Status,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,Output Voltage,Double,volt,V,READONLY,ABCD
SecondaryPump,Secondary Pump,Power Status,String,unitless,-,NONE,ABCD
SecondaryPump,Secondary Pump,Pump Manual Mode,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,Pump Manual On,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,Run Hours,Double,hour,hr,READONLY,ABCD
SecondaryPump,Secondary Pump,Run Status,String,unitless,-,NONE,ABCD
SecondaryPump,Secondary Pump,Trip Status,String,unitless,-,NONE,ABCD
SecondaryPump,Secondary Pump,VFD Bypass Status,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,VFD Enable Disable Command,String,unitless,-,WRITABLE,ABCD
SecondaryPump,Secondary Pump,VFD Fault Alarm,String,unitless,-,NONE,ABCD
SecondaryPump,Secondary Pump,VFD Maximum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
SecondaryPump,Secondary Pump,VFD Minimum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
SecondaryPump,Secondary Pump,VFD Mode,String,unitless,-,READONLY,ABCD
SecondaryPump,Secondary Pump,VFD Speed Command,Float,percent,%,NONE,ABCD
SecondaryPump,Secondary Pump,VFD Speed Feedback,Float,percent,%,NONE,ABCD
SecondaryPumpCommon,Secondary Pump Common,Chilled Water Duty Run Hours,Double,hour,hr,READONLY,ABCD
SecondaryPumpCommon,Secondary Pump Common,Chilled Water System Auto Mode,String,unitless,-,READONLY,ABCD
SecondaryPumpCommon,Secondary Pump Common,Chilled water Duty Time Schedule,Double,hour,hr,WRITABLE,ABCD
SecondaryPumpCommon,Secondary Pump Common,Communication Status,String,unitless,-,READONLY,ABCD
SecondaryPumpCommon,Secondary Pump Common,Differential Pressure,Double,bar,bar,NONE,ABCD
SecondaryPumpCommon,Secondary Pump Common,Differential Pressure Setpoint,Double,bar,bar,WRITABLE,ABCD
SecondaryPumpCommon,Secondary Pump Common,Plant Enable,String,unitless,-,WRITABLE,ABCD
SecondaryPumpCommon,Secondary Pump Common,System Enable,String,unitless,-,WRITABLE,ABCD
SecondaryPumpCommon,Secondary Pump Common,System Reset,String,unitless,-,WRITABLE,ABCD
SewagePump,Sewage Pump,Breaker Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,Communication Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,HOA Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,Moisture Trip Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
SewagePump,Sewage Pump,Run Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,Temperature Trip Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,Trip Status,String,unitless,-,READONLY,ABCD
SewagePump,Sewage Pump,VFD Trip Status,String,unitless,-,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,Common Fault,String,unitless,-,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,Communication Status,String,unitless,-,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,General Alarm,String,unitless,-,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,High Level Status,String,unitless,-,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,Level,Float,percent,%,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,Line Pressure,Double,bar,bar,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,Power Status,String,unitless,-,READONLY,ABCD
SewagePumpCommon,Sewage Pump Common,Water Flow Status,String,unitless,-,READONLY,ABCD
SewageTank,Sewage Tank,Level,Double,meter,m,READONLY,ABCD
SignBoard,Sign Board,Communication Status,String,unitless,-,READONLY,ABCD
SignBoard,Sign Board,On Off Command,String,unitless,-,WRITABLE,ABCD
SignBoard,Sign Board,On Off Status,String,unitless,-,READONLY,ABCD
SmokeDamper,Smoke Damper,Damper Position,String,unitless,-,READONLY,ABCD
SmokeDetector,Smoke Detector,Fire,String,unitless,-,READONLY,ABCD
SmokeDetector,Smoke Detector,Trouble,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Air Flow Fail Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Air Flow Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Common Fire Alarm,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Communication Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Damper Open Fail Alarm,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Damper Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,HOA Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Run Hours,Double,hour,hr,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Run Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,Time Schedule,String,unitless,-,WRITABLE,ABCD
SmokeExtractFan,Smoke Extract Fan,Trip Status,String,unitless,-,READONLY,ABCD
SmokeExtractFan,Smoke Extract Fan,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
SmokeExtractFan,Smoke Extract Fan,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
SEFCommon,Smoke Extract Fan Common,Communication Status,String,unitless,-,READONLY,ABCD
SEFCommon,Smoke Extract Fan Common,Damper Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Air Flow Fail Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Air Flow Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Common Fire Alarm,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Communication Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Damper Open Fail Alarm,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Damper Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Differential Pressure,Double,pascal,Pa,READONLY,ABCD
SPF,Staircase Pressurization Fan,HOA Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,On Off Command,String,unitless,-,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,Power Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Pressure Setpoint,Double,pascal,Pa,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,Run Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,Static Pressure,Double,pascal,Pa,READONLY,ABCD
SPF,Staircase Pressurization Fan,Trip Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,VFD Command Source,String,unitless,-,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,VFD Maximum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,VFD Minimum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
SPF,Staircase Pressurization Fan,VFD Speed Setpoint,Float,percent,%,WRITABLE,ABCD
SPF,Staircase Pressurization Fan,VFD Status,String,unitless,-,READONLY,ABCD
SPF,Staircase Pressurization Fan,VFD Trip Status,String,unitless,-,READONLY,ABCD
SPFCommon,Staircase Pressurization Fan Common,Common Fire Alarm,String,unitless,-,READONLY,ABCD
SPFCommon,Staircase Pressurization Fan Common,Communication Status,String,unitless,-,READONLY,ABCD
SPFCommon,Staircase Pressurization Fan Common,Differential Pressure 1,Double,pascal,Pa,READONLY,ABCD
SPFCommon,Staircase Pressurization Fan Common,Differential Pressure 2,Double,pascal,Pa,READONLY,ABCD
SPFCommon,Staircase Pressurization Fan Common,Pressure Avergage,Double,pascal,Pa,READONLY,ABCD
SPFCommon,Staircase Pressurization Fan Common,Pressure Setpoint,Double,pascal,Pa,WRITABLE,ABCD
StormTank,Storm Tank,Level,Double,meter,m,READONLY,ABCD
StormPump,Storm Water Pump,Communication Status,String,unitless,-,READONLY,ABCD
StormPump,Storm Water Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
StormPump,Storm Water Pump,Run Status,String,unitless,-,READONLY,ABCD
StormPump,Storm Water Pump,Trip Status,String,unitless,-,READONLY,ABCD
StormPumpCommon,Storm Water Pump Common,Communication Status,String,unitless,-,READONLY,ABCD
StormPumpCommon,Storm Water Pump Common,General Alarm,String,unitless,-,READONLY,ABCD
StormPumpCommon,Storm Water Pump Common,High Level Status,String,unitless,-,READONLY,ABCD
StormPumpCommon,Storm Water Pump Common,Power Status,String,unitless,-,READONLY,ABCD
StormPumpCommon,Storm Water Pump Common,Tank Level,Double,meter,m,READONLY,ABCD
SubSoilPump,Sub Soil Pump,Communication Status,String,unitless,-,READONLY,ABCD
SubSoilPump,Sub Soil Pump,HOA Status,String,unitless,-,READONLY,ABCD
SubSoilPump,Sub Soil Pump,Run Status,String,unitless,-,READONLY,ABCD
SubSoilPump,Sub Soil Pump,Trip Status,String,unitless,-,READONLY,ABCD
SubSoilPumpCommon,Sub Soil Pump Common,Communication Status,String,unitless,-,READONLY,ABCD
SubSoilPumpCommon,Sub Soil Pump Common,High Level Status,String,unitless,-,READONLY,ABCD
SubSoilPumpCommon,Sub Soil Pump Common,Power Status,String,unitless,-,READONLY,ABCD
SumpPump,Sump Pump,Communication Status,String,unitless,-,READONLY,ABCD
SumpPump,Sump Pump,HOA Status,String,unitless,-,READONLY,ABCD
SumpPump,Sump Pump,High Level Status,String,unitless,-,READONLY,ABCD
SumpPump,Sump Pump,Low Level Status,String,unitless,-,READONLY,ABCD
SumpPump,Sump Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
SumpPump,Sump Pump,Run Status,String,unitless,-,READONLY,ABCD
SumpPump,Sump Pump,Trip Status,String,unitless,-,READONLY,ABCD
SumpPumpCommon,Sump Pump Common,Communication Status,String,unitless,-,READONLY,ABCD
SumpPumpCommon,Sump Pump Common,Electric Trip Status,String,unitless,-,READONLY,ABCD
SumpPumpCommon,Sump Pump Common,HOA Status,String,unitless,-,READONLY,ABCD
SumpPumpCommon,Sump Pump Common,High Level Status,String,unitless,-,READONLY,ABCD
SumpPumpCommon,Sump Pump Common,Power Status,String,unitless,-,READONLY,ABCD
SumpPumpCommon,Sump Pump Common,Tank Level,Double,meter,m,READONLY,ABCD
SupplyAirDamper,Supply Air Damper,Communication Status,String,unitless,-,READONLY,ABCD
SupplyAirDamper,Supply Air Damper,Position,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Air Flow Fail Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Communication Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Damper Fail Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Damper Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Fan Fail Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Fire Alarm,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,HOA Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,On Off Command,String,unitless,-,WRITABLE,ABCD
SupplyAirFan,Supply Air Fan,Plant Enable,String,unitless,-,WRITABLE,ABCD
SupplyAirFan,Supply Air Fan,Plant Reset,String,unitless,-,WRITABLE,ABCD
SupplyAirFan,Supply Air Fan,Run Hours,Double,hour,hr,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Run Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,Time Schedule,String,unitless,-,WRITABLE,ABCD
SupplyAirFan,Supply Air Fan,Trip Status,String,unitless,-,READONLY,ABCD
SupplyAirFan,Supply Air Fan,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
SupplyAirFan,Supply Air Fan,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
SPFilterPump,Swimming Pool Filter Pump,Communication Status,String,unitless,-,READONLY,ABCD
SPFilterPump,Swimming Pool Filter Pump,HOA Status,String,unitless,-,READONLY,ABCD
SPFilterPump,Swimming Pool Filter Pump,Run Status,String,unitless,-,READONLY,ABCD
SPFilterPump,Swimming Pool Filter Pump,Trip Status,String,unitless,-,READONLY,ABCD
SPPlant,Swimming Pool Plant,Communication Status,String,unitless,-,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Primary Side Cooling Inlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Primary Side Cooling Outlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Primary Side Heating Inlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Primary Side Heating Outlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Primary Side Inlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Primary Side Outlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Secondary Side Cooling Inlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Secondary Side Cooling Outlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Secondary Side Heating Inlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Heat Exchanger Secondary Side Heating Outlet,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Panel Power Status,String,unitless,-,READONLY,ABCD
SPPlant,Swimming Pool Plant,Return Temperature,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Return Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
SPPlant,Swimming Pool Plant,Supply Temperature,Double,celsius,degC,READONLY,ABCD
SPPlant,Swimming Pool Plant,Valve Command,Float,percent,%,WRITABLE,ABCD
TSEMeter,TSE Meter,Consumption,Double,cubic meter,cu.m,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Energy KWH,Double,kilowatt hour,kW-hr,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Energy RTH,Double,tons refrigeration hour,tR-hr,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Flow Litre Per Hour,Double,liter per hour,L/hr,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Flow Litre Per Second,Double,liters per second,L/s,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Power,Double,watt,W,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Return Temperature,Double,celsius,degC,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Supply Temperature,Double,celsius,degC,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Temperature Difference,Double,celsius,degC,READONLY,ABCD
TenantBTUMeter,Tenant BTU Meter,Volume,Double,cubic meter,cu.m,READONLY,ABCD
TertiaryPump,Tertiary Pump,Communication Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Differential Pressure,Double,bar,bar,NONE,ABCD
TertiaryPump,Tertiary Pump,Duty Standby Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Fail Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Fail To Start,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,HOA Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Mains Voltage,Double,volt,V,READONLY,ABCD
TertiaryPump,Tertiary Pump,Motor Current,Double,ampere,A,READONLY,ABCD
TertiaryPump,Tertiary Pump,Motor Operating Time,Double,hour,hr,READONLY,ABCD
TertiaryPump,Tertiary Pump,Motor Power,Double,horse power,hp,READONLY,ABCD
TertiaryPump,Tertiary Pump,Motor Thermal State,Double,celsius,degC,READONLY,ABCD
TertiaryPump,Tertiary Pump,Motor Torque,Float,revolutions per minute,rpm,READONLY,ABCD
TertiaryPump,Tertiary Pump,No Run Alarm,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
TertiaryPump,Tertiary Pump,On Off Command Enable,String,unitless,-,WRITABLE,ABCD
TertiaryPump,Tertiary Pump,Output Frequency,Double,hertz,Hz,READONLY,ABCD
TertiaryPump,Tertiary Pump,Power Fail,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Power Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Reset Switch,String,unitless,-,WRITABLE,ABCD
TertiaryPump,Tertiary Pump,Run Hours,Double,hour,hr,READONLY,ABCD
TertiaryPump,Tertiary Pump,Run Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,Trip Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,VFD Alarm Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,VFD Enable Disable Command,String,unitless,-,WRITABLE,ABCD
TertiaryPump,Tertiary Pump,VFD HOA Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,VFD Run Status,String,unitless,-,READONLY,ABCD
TertiaryPump,Tertiary Pump,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
TertiaryPump,Tertiary Pump,VFD Speed Command Enable,String,unitless,-,WRITABLE,ABCD
